tree_id,username,label,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
4rl42j,Amablue,1.0,-0.999999876387198,-5.531921863498695e-05,2.347080913830373e-05,-0.0003808863447470561,8.306088528442999e-06,1.507909229546984e-05,9.045176471086944e-06,4.25831416718576e-05,0.0003104006715433393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4rl42j,gorkt,1.0,0.9999998729290591,-0.0001224119217401585,3.019175849989535e-05,-0.0003953298875659024,-5.388909981022257e-06,-2.4029670271302355e-05,-4.9540104761372945e-06,1.060684695062831e-05,-2.6776557430371108e-05,0.0001354511529469448,-1.984091522335349e-05,1.7378502477372968e-05,-1.7747870212145644e-05,-4.262061843826846e-05,0.00024356772162583803,0.0,0.0,0.0,0.0,0.0
4rl42j,Slagernicus,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4rl42j,getfuckingreal,,-0.9999999919480868,9.208219636589534e-08,1.1168332648851787e-07,3.051129290524087e-06,0.00012686408414978276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4rl42j,clockworkgirl21,,-0.9999999676563092,1.1829814961751213e-05,-2.369756635047868e-05,-3.9559546593783585e-06,1.1857901969456135e-05,-8.950624975030147e-06,1.1555024277643574e-05,0.0002522220642891303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4rl42j,jzpenny,,-0.9999999839754256,-1.830776953460895e-05,2.5902100151932002e-05,5.992569235268705e-06,4.136969476968277e-06,-1.2171301480221957e-06,5.071802853847822e-06,4.614350144427574e-05,-1.3524181486882754e-05,4.42893369705769e-05,-1.2513674130336667e-05,3.7763809520777036e-05,-1.1635250120049527e-05,-4.648586459369549e-05,-6.266768710573971e-05,0.00013741507409215434,0.0,0.0,0.0,0.0
4rl42j,timmytissue,,0.999999966500124,1.45719828663188e-05,-2.5990984378984186e-05,-5.782850162580249e-06,-5.1329928219940846e-06,1.817999643332296e-06,-6.101980136470483e-06,-5.1895965625033096e-05,2.9382807853288965e-06,-3.862596139306533e-05,2.5287909432547414e-05,-3.6799911566715975e-05,6.355867271742809e-06,4.5042361641259196e-05,6.319571297350663e-05,-0.00013000174165431072,0.00019199136675689268,0.0,0.0,0.0
4rl42j,leyxk,,0.9999999540035358,1.2457517375323254e-05,-3.0553116747315114e-05,-4.902800145628246e-06,-1.438481896988065e-06,-7.410576565502287e-06,-2.10941154295939e-06,-5.743174898557266e-05,3.276917031979758e-06,-4.323993400385898e-05,3.6509652336673624e-05,-3.384881786420048e-05,3.9873767339392735e-06,4.967166116321968e-05,7.216570942280029e-05,-8.942960474589767e-05,7.750416023693146e-06,0.00025963907967972797,0.0,0.0
4rl42j,fadadapple,,-0.9999999853716959,6.601048351531184e-07,-4.072083304665931e-06,3.0077187153241716e-06,5.2916290108481666e-06,-2.75447829051206e-06,5.432427730007111e-06,2.354122367835088e-06,1.11604935249204e-05,-3.0471435042117835e-06,-3.4447632295521668e-06,2.8993881871303975e-06,5.415442263212644e-07,1.913403148385961e-06,2.0365284587376653e-06,2.4113299172810234e-05,-1.635735176820453e-06,-2.8173402127471833e-06,0.00016853967333315444,0.0
4rl42j,DreadnaughtZero,,-0.999999993907692,4.950143147696739e-07,-9.243303696059885e-07,2.043148158530686e-06,2.083492307235289e-06,7.858874434256325e-08,2.1213541723320025e-06,3.137526643906982e-06,3.679905657565355e-06,8.941034607687227e-07,-2.9955549454452243e-06,1.8438463787634758e-06,-3.235577811217116e-07,-1.3575764546941669e-06,-2.345489568074829e-06,1.8596317314036046e-06,-3.506506236894576e-07,5.235649011410697e-07,1.984420406171539e-06,0.0001100849411447629
