,username,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
10,swebsies,-0.9638968093049349,0.26627601340875895,-6.928666181493154e-06,-3.7842554174538494e-06,-4.890045481723758e-05,-2.0943476509160403e-05,1.0503185693009496e-05,5.860572574685232e-07,5.900735112097661e-07,6.398300949830011e-06,0.00015050165097015125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,SearingEnigma,0.9638910430743611,-0.26629684786033225,1.4849689890428906e-05,2.3429910021417226e-06,5.16424308993237e-05,3.361437900856611e-05,-1.6782901576249637e-05,-8.577174938033112e-07,-8.635944313011771e-07,-1.108501929852934e-05,-0.0001421779923218369,0.0001457984735626866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,SuperUncoolGuy,-0.9999999895415957,1.3443508928872e-05,-1.793308811797459e-06,9.369905670269006e-06,-2.6038866283234194e-07,2.3605701751254212e-06,-1.532854746288689e-06,-3.636473485559512e-06,-3.661393774757664e-06,5.093563394432077e-06,-5.481240121424239e-07,2.184279099951202e-06,0.0001434553385440453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,TrunaDragon,-0.9999999844392884,1.321233242295383e-05,-2.219917011743989e-06,8.823267080107943e-06,-1.2835547785982856e-06,-1.6296930030912426e-06,9.54682016237967e-07,-1.199685736875774e-06,-1.207905313279671e-06,4.523483002055362e-06,5.011514567934361e-07,-2.1501801389849326e-07,-4.669673468020998e-06,0.00017553746413545126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,badoosh123,-0.9687502113069618,-0.01903312333121433,0.0021316918478257976,-0.01098224971754449,0.003102125936968374,0.003753280565507602,-0.002399659953452661,-0.006269977433001774,-0.006312944206939993,-0.24683387839079274,4.667895876207262e-08,1.065465807559371e-06,1.6046742097919364e-06,-1.0524268935164149e-07,0.00012773027956860421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Trenks,-0.12500073866897077,0.07613126583853373,-0.008510964886917544,0.04393303677145211,-0.012405973119650707,-0.014993757528229523,0.00958718909759956,0.025083613019196583,0.02525550548988467,0.9873389096699248,2.723724945920612e-06,-1.7218351634457663e-06,-1.2306532568747987e-06,4.223253126837266e-06,-0.0004930783111997803,0.000518091029873004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,inkman,-0.9999999688885408,-8.425616119138511e-05,7.2431679230303206e-06,-7.333249776081844e-05,-6.4420060767697835e-06,-3.836350924942768e-05,2.6055952218717258e-05,4.00394478055383e-05,4.031383035041843e-05,-1.4628111514730936e-05,2.4734249474512477e-05,-2.8623968322011133e-05,4.103104209272306e-05,4.198281958382988e-05,-1.9834555361091696e-05,2.857352847383371e-06,0.00019692737499759857,0.0,0.0,0.0,0.0,0.0,0.0
17,ferulic9mm,0.9999999512949946,9.346072828046506e-05,-1.940085707986047e-06,8.235237569599493e-05,9.994351806647888e-06,5.3900586789231804e-05,-3.536768902284314e-05,-4.4331937501435396e-05,-4.4635736195501576e-05,1.372706747603821e-05,-2.9247411916347592e-05,3.325400173366356e-05,-4.401018162342435e-05,-4.637502666039417e-05,2.2733605129266707e-05,-1.6370123999588785e-06,-0.00018602656126783006,0.00017975853375600144,0.0,0.0,0.0,0.0,0.0
18,sonofaresiii,-0.999999993493597,9.489735087550205e-06,-5.471661309349544e-07,6.958753268099071e-06,1.7054211584715244e-07,2.7635717027873346e-06,-1.694507559142564e-06,-3.484443636322781e-06,-3.508322474744449e-06,3.854525670648021e-06,-4.820143570940473e-07,2.8007096214123083e-06,-4.516997750371264e-06,-3.7496518619551885e-06,2.5071241874543407e-06,1.7105880408195622e-06,2.2266994522852458e-05,-2.3869937994899487e-06,0.00011077415967154788,0.0,0.0,0.0,0.0
19,MrDopple,-0.9999999844392887,1.3212332422548548e-05,-2.2199196739759118e-06,8.823267963852676e-06,-1.2835566013207482e-06,-1.6296935454363548e-06,9.546829862834196e-07,-1.199685760497226e-06,-1.2079084733765358e-06,4.523482983472762e-06,5.011507322916433e-07,-2.1501493315107224e-07,-4.669674241936445e-06,-1.4595644386431567e-06,-1.4583401892497323e-07,1.304004481669843e-06,3.7700272420136506e-05,-6.617434062912034e-06,-1.3728923711489312e-05,0.00017075117623816132,0.0,0.0,0.0
20,lindygrey,-0.9999999895415956,1.3443508929007093e-05,-1.793308202678e-06,9.369906815005218e-06,-2.6038866283234194e-07,2.360569701822634e-06,-1.5328564704567865e-06,-3.6364728485756034e-06,-3.6613931427382914e-06,5.093563325643369e-06,-5.481232740143388e-07,2.1842782953079944e-06,-5.819186333764196e-06,-3.971022258320679e-06,1.8720641811842138e-06,1.4594732558339595e-06,3.211623247058561e-05,-4.55862930272296e-06,-1.2840234641261874e-05,-1.2425853779297871e-05,0.00013839313851478927,0.0,0.0
21,Kahnonymous,-0.9999999844392886,1.321233242227836e-05,-2.2199175526696874e-06,8.823268345395233e-06,-1.2835538672370544e-06,-1.6296929685700796e-06,9.54681996572857e-07,-1.1996869937987977e-06,-1.2079072093377899e-06,4.523483035254534e-06,5.011514628159307e-07,-2.1501573229873667e-07,-4.6696750158518924e-06,-1.4595657241723652e-06,-1.458366178413688e-07,1.304005016941841e-06,3.7700273713463504e-05,-6.617431059202305e-06,-1.3728924933496831e-05,-1.1207215302512958e-05,-1.6337430666737017e-05,0.00016959791006879515,0.0
22,MisanthropeX,-0.9687494555144833,-0.01902866332017409,0.0021184780341494147,-0.01098357950029609,0.00309303719479227,0.003717410875509426,-0.002378706322814952,-0.0062647424571219065,-0.006307673356871426,-0.24683827355162133,4.283429012118434e-06,-6.725458786840288e-06,3.4658642423429363e-07,5.263796621398465e-06,2.8966425807219946e-06,-9.673984579858544e-06,2.5216161025104424e-05,-8.146683788765625e-06,-8.434235974171738e-06,-1.0286625097898917e-06,-6.407326996373618e-06,-1.7208540890390509e-06,0.0002512674880900122
